Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
# ============================================================================
# V35 METHODOLOGY - TARGETED NRP-M FIX
# ============================================================================
# Based on segment analysis showing:
# - Non Prime: 26.89M variance (ACCEPTABLE - keep V27 approach)
# - NRP-S: 5.27M variance (GOOD - keep V27 approach)  
# - NRP-M: 120.76M variance (PROBLEMATIC - needs fix)
# - Prime: 10.00M variance (GOOD - keep V27 approach)
#
# Strategy: Only change NRP-M, keep everything else from V27
# - NRP-M: Use DonorCohort 202201 (produces 4.1%, close to budget 3.8%)
#   instead of 201912 (produces 0.7%)
# ============================================================================

# NRP-S - Keep V27 approach (5.27M variance - GOOD)
NRP-S,ALL,Coll_Principal,0,24,DonorCohort,201912.0,,Keep V27 - working well
NRP-S,ALL,Coll_Principal,25,36,CohortAvg,6.0,,Mid-6mo avg
NRP-S,ALL,Coll_Principal,37,999,CohortAvg,6.0,,Mature-6mo

# NRP-L (combined with NRP-M in budget) - Use 202201 donor
NRP-L,ALL,Coll_Interest,0,12,DonorCohort,202405.0,,Young-donor
NRP-L,ALL,Coll_Interest,13,999,CohortAvg,6.0,,Mid/mature-6mo

# NRP-M - CHANGED: Use 202201 donor (4.1% rate) instead of 201912 (0.7%)
NRP-M,ALL,Coll_Principal,0,18,DonorCohort,202201.0,,2022 cohort produces ~4.1% rate
NRP-M,ALL,Coll_Principal,19,36,CohortAvg,6.0,,Mid-6mo avg
NRP-M,ALL,Coll_Principal,37,999,CohortAvg,6.0,,Mature-6mo
NRP-M,ALL,Coll_Interest,0,12,DonorCohort,202405.0,,Young-donor
NRP-M,ALL,Coll_Interest,13,999,CohortAvg,6.0,,Mid/mature-6mo

# NRP-M Interest Revenue and WO - keep same as V27
NRP-M,ALL,InterestRevenue,0,999,SegMedian,,,Boost rev with SegMedian
NRP-M,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-M,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-M,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-M,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p

# NON PRIME - Keep V27 approach (26.89M variance - ACCEPTABLE)
NON PRIME,ALL,Coll_Principal,0,24,DonorCohort,201912.0,,Keep V27 approach
NON PRIME,ALL,Coll_Principal,25,36,CohortAvg,6.0,,Mid-6mo avg
NON PRIME,ALL,Coll_Principal,37,999,CohortAvg,6.0,,Mature-6mo avg
NON PRIME,ALL,Coll_Interest,0,12,DonorCohort,201912.0,,Older donor-lower coll
NON PRIME,ALL,Coll_Interest,13,999,CohortAvg,6.0,,Mid/mature-6mo avg
NON PRIME,ALL,InterestRevenue,0,999,SegMedian,,,Boost rev with SegMedian
NON PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NON PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NON PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NON PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p

# PRIME - Keep V27 approach (10.00M variance - GOOD)
PRIME,ALL,Coll_Principal,0,24,DonorCohort,201912.0,,Keep V27 approach
PRIME,ALL,Coll_Principal,25,36,CohortAvg,6.0,,Mid-6mo avg
PRIME,ALL,Coll_Principal,37,999,CohortAvg,6.0,,Mature-6mo
PRIME,ALL,Coll_Interest,0,12,DonorCohort,202405.0,,Young-donor
PRIME,ALL,Coll_Interest,13,999,CohortAvg,6.0,,Mid/mature-6mo
PRIME,ALL,InterestRevenue,0,999,SegMedian,,,Boost rev with SegMedian
PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p

# NRP-L - Match NRP-M approach (they combine in budget)
NRP-L,ALL,Coll_Principal,0,18,DonorCohort,202201.0,,Match NRP-M
NRP-L,ALL,Coll_Principal,19,36,CohortAvg,6.0,,Mid-6mo avg
NRP-L,ALL,Coll_Principal,37,999,CohortAvg,6.0,,Mature-6mo
NRP-L,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-L,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-L,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-L,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-L,ALL,InterestRevenue,0,999,SegMedian,,,Boost rev with SegMedian

# NRP-S remaining items
NRP-S,ALL,InterestRevenue,0,999,SegMedian,,,Boost rev with SegMedian
NRP-S,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-S,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-S,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-S,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p

# Coverage Ratios - Copy from V27
NON PRIME,201912,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202001,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202101,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202201,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202301,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202404,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202405,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202406,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202407,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202408,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202409,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
NON PRIME,202410,Total_Coverage_Ratio,0,999,SegMedian,,,Lower impairment
